tt0048424,nm0339920,producer
tt0048424,nm0776739,composer
tt0048424,nm0005673,cinematographer
tt0048545,nm0000081,actress
tt0048545,nm0000543,actor
tt0048545,nm0000822,actor
tt0048545,nm0712947,director
tt0048545,nm0827856,writer
tt0048545,nm0795730,writer
tt0048545,nm0918694,producer
tt0048545,nm0006260,composer
tt0048545,nm0005735,cinematographer
tt0048728,nm0000026,actor
tt0048728,nm0000038,actress
tt0048728,nm0002369,actor
tt0048728,nm0000033,director
tt0048728,nm0178785,writer
tt0048728,nm0122079,cinematographer
tt0049406,nm0001330,actor
tt0049406,nm0282435,actor
tt0049406,nm0000040,director
tt0049406,nm0860292,writer
tt0049406,nm0925137,writer
tt0049406,nm0364805,producer
tt0049406,nm0006086,composer
tt0049730,nm0000078,actor
tt0049730,nm0587256,actress
tt0049730,nm0000406,director
tt0049730,nm0494435,writer
tt0049730,nm0005743,cinematographer
tt0049833,nm0000989,actor
tt0049833,nm0000879,actress
tt0049833,nm0933335,writer
tt0049833,nm0489679,writer
tt0050083,nm0000842,actor
tt0050083,nm0001486,director
tt0050083,nm0442100,cinematographer
tt0050212,nm0000034,actor
tt0050212,nm0286025,writer
tt0050212,nm0933858,writer
tt0050212,nm0818545,producer
tt0050825,nm0534317,actor
tt0050825,nm0000040,director
tt0050825,nm0860292,writer
tt0050825,nm0364805,producer
tt0050825,nm0006086,composer
tt0050976,nm0085038,actor
tt0050976,nm0252345,actor
tt0050976,nm0691555,actor
tt0050986,nm0000761,actress
tt0050986,nm0085038,actor
tt0051201,nm0000061,actor
tt0051201,nm0000017,actress
tt0051201,nm0001452,actor
tt0051201,nm0006471,actress
tt0051201,nm0000697,director
tt0051201,nm0002005,writer
tt0051201,nm0546140,writer
tt0052311,nm0000080,actor
tt0052311,nm0001463,actress
tt0052311,nm0130407,actor
tt0052311,nm0557767,writer
tt0052311,nm0168759,writer
tt0052311,nm0597574,writer
tt0052357,nm0000895,actress
tt0052357,nm0000033,director
tt0052357,nm0178785,writer
tt0052357,nm0092268,writer
tt0052618,nm0000963,actor
tt0052618,nm0908753,writer
tt0052618,nm0000683,writer
tt0053125,nm0000026,actor
tt0053125,nm0000051,actor
tt0053125,nm0000033,director
tt0053125,nm0499626,writer
tt0053125,nm0122079,cinematographer
tt0053198,nm0529543,actor
tt0053198,nm0753716,actor
tt0053198,nm0176036,composer
tt0053198,nm0950391,editor
tt0053285,nm0182250,actress
tt0053285,nm0794301,actor
tt0053285,nm0271658,actress
tt0053285,nm0718627,director
tt0053285,nm0674518,writer
tt0053291,nm0000348,actor
tt0053291,nm0000493,actor
tt0053291,nm0706368,actor
tt0053291,nm0000697,director
tt0053291,nm0224634,writer
tt0053472,nm0000901,actor
tt0053472,nm0781029,actress
tt0053472,nm0400142,actor
tt0053472,nm0812606,composer
tt0053604,nm0000493,actor
tt0053604,nm0000511,actress
tt0053604,nm0000697,director
tt0053604,nm0224634,writer
tt0053604,nm0005766,cinematographer
tt0053779,nm0000052,actor
tt0053779,nm0000733,actress
tt0053779,nm0280919,writer
tt0053779,nm0684083,writer
tt0053779,nm0001596,writer
tt0054047,nm0000989,actor
tt0054047,nm0908919,actor
tt0054047,nm0836328,director
tt0054047,nm0000041,writer
tt0054047,nm0077159,writer
tt0054215,nm0000578,actor
tt0054215,nm0001463,actress
tt0054215,nm0587256,actress
tt0054215,nm0001260,actor
tt0054215,nm0000033,director
tt0054215,nm0088645,writer
tt0054331,nm0000059,actor
tt0054331,nm0001739,actress
tt0054331,nm0001452,actor
tt0054331,nm0000040,director
tt0054331,nm0268779,writer
tt0054698,nm0000030,actress
tt0054698,nm0001171,actor
tt0054698,nm0001175,director
tt0054698,nm0791847,producer
tt0054997,nm0000056,actor
tt0054997,nm0001715,actor
tt0054997,nm0744035,director
tt0054997,nm0140987,writer
tt0054997,nm0856677,writer
tt0054997,nm0005867,cinematographer
tt0055031,nm0000075,actor
tt0055031,nm0001847,actor
tt0055031,nm0000017,actress
tt0055031,nm0006452,director
tt0055031,nm0542631,writer
tt0055031,nm0001050,writer
tt0055031,nm0005768,cinematographer
tt0055031,nm0461772,editor
tt0055254,nm0641729,actor
tt0055254,nm0921131,actress
tt0055254,nm0718627,director
tt0055254,nm0670328,writer
tt0055254,nm0807977,writer
tt0055614,nm0000081,actress
tt0055614,nm0848560,actor
tt0055614,nm0936404,director
tt0055614,nm0499626,writer
tt0055614,nm0077086,composer
tt0055630,nm0875362,actress
tt0055630,nm0000041,director
tt0055630,nm0766496,composer
tt0055630,nm0594335,cinematographer
tt0055928,nm0000125,actor
tt0055928,nm0000266,actress
tt0055928,nm0936476,actor
tt0055928,nm0950109,director
tt0056172,nm0933858,writer
tt0056172,nm0818545,producer
tt0056193,nm0000051,actor
tt0056193,nm0001859,actress
tt0056193,nm0528987,actress
tt0056193,nm0000040,director
tt0056193,nm0618603,writer
tt0056193,nm0364805,writer
tt0056193,nm0005807,cinematographer
tt0056217,nm0000078,actor
tt0056217,nm0587256,actress
tt0056217,nm0000406,director
tt0056217,nm0325135,writer
tt0056217,nm0424986,writer
tt0056217,nm0006203,composer
tt0056217,nm0005670,cinematographer
tt0056218,nm0001463,actress
tt0056218,nm0001450,actress
tt0056218,nm0174410,writer
tt0056218,nm0512068,cinematographer
tt0056592,nm0000060,actor
tt0056592,nm0576345,actor
tt0056592,nm0653942,actor
tt0056592,nm0614677,actress
tt0056592,nm0497369,writer
tt0056592,nm0000930,composer
tt0056592,nm0005737,cinematographer
tt0056801,nm0000052,actor
tt0056801,nm0000733,actress
tt0056801,nm0001012,actress
tt0056801,nm0280919,writer
tt0056801,nm0684083,writer
tt0056801,nm0729939,producer
tt0056869,nm0001788,actress
tt0056869,nm0000033,director
tt0056869,nm0238898,writer
tt0056869,nm0402805,writer
tt0056869,nm0122079,cinematographer
tt0056923,nm0000026,actor
tt0056923,nm0000030,actress
tt0056923,nm0000527,actor
tt0056923,nm0000336,actor
tt0056923,nm0002045,director
tt0056923,nm0164083,editor
tt0057012,nm0001715,actor
tt0057012,nm0001330,actor
tt0057012,nm0000040,director
tt0057012,nm0816143,writer
tt0057076,nm0000125,actor
tt0057076,nm0001727,actor
tt0057076,nm0000938,actress
tt0057076,nm0950109,director
tt0057076,nm0110482,producer
tt0057115,nm0836328,director
tt0057115,nm0000930,composer
tt0057546,nm0842425,actor
tt0057546,nm0718627,director
tt0057546,nm0359457,director
tt0057546,nm0670328,writer
tt0057546,nm0925493,writer
tt0058150,nm0000125,actor
tt0058150,nm0247881,actress
tt0058331,nm0000267,actress
tt0058331,nm0866835,actor
tt0058331,nm0424318,actress
tt0058331,nm0829038,director
tt0058331,nm0169344,cinematographer
tt0058331,nm0911307,editor
tt0058385,nm0000030,actress
tt0058385,nm0001322,actor
tt0058385,nm0002030,director
tt0058385,nm0503585,writer
tt0058385,nm0789737,writer
tt0058385,nm0956155,editor
tt0058461,nm0000142,actor
tt0058461,nm0000041,writer
tt0059113,nm0001046,actress
tt0059113,nm0001036,actress
tt0059113,nm0664985,writer
tt0059113,nm0002875,cinematographer
tt0059578,nm0000142,actor
tt0059578,nm0472756,actress
tt0059578,nm0006872,writer
tt0059742,nm0000267,actress
tt0059742,nm0662223,actress
tt0059742,nm0936404,director
tt0059742,nm0499626,writer
tt0059742,nm0903125,writer
tt0059800,nm0000125,actor
tt0059800,nm0000805,actress
tt0059800,nm0148041,actor
tt0059800,nm0950109,director
tt0059800,nm0394200,writer
tt0059800,nm0926525,writer
tt0059800,nm0565886,writer
tt0060196,nm0000142,actor
tt0060196,nm0908919,actor
tt0060196,nm0321294,actor
tt0060196,nm0769249,writer
tt0060196,nm0342090,producer
tt0060827,nm0000761,actress
tt0060827,nm0880521,actress
tt0060827,nm0085038,actor
tt0060827,nm0921305,composer
tt0061184,nm0000009,actor
tt0061184,nm0001719,actor
tt0061184,nm0001566,director
tt0061184,nm0499626,writer
tt0061184,nm0016361,writer
tt0061184,nm0005549,cinematographer
tt0061418,nm0000432,actor
tt0061418,nm0835190,composer
tt0061512,nm0000056,actor
tt0061512,nm0001510,actor
tt0061512,nm0742341,director
tt0061512,nm0668914,writer
tt0061512,nm0682757,writer
tt0061512,nm0237543,writer
tt0061512,nm0140826,producer
tt0061578,nm0425913,writer
tt0061578,nm0375355,writer
tt0061722,nm0000163,actor
tt0061722,nm0000843,actress
tt0061722,nm0001684,actress
tt0061722,nm0001566,director
tt0061722,nm0377750,writer
tt0061722,nm0877274,producer
tt0061722,nm0005892,cinematographer
tt0061811,nm0643105,actor
tt0061811,nm0335519,actress
tt0061811,nm0422484,director
tt0061811,nm0050398,writer
tt0061811,nm0592387,producer
tt0061811,nm0005065,composer
tt0061811,nm0005549,cinematographer
tt0061852,nm0697515,actor
tt0061852,nm0718627,director
tt0061852,nm0019282,director
tt0061852,nm0455741,director
tt0062512,nm0000125,actor
tt0062512,nm0357240,actress
tt0062512,nm0110482,producer
tt0062622,nm0000040,director
tt0062622,nm0033658,production_designer
tt0063350,nm0427977,actor
tt0063350,nm0362457,actor
tt0063350,nm0834183,producer
tt0063350,nm0725985,actress
tt0063350,nm0774736,actress
tt0063442,nm0263052,actor
tt0063442,nm0933858,writer
tt0063442,nm0445934,writer
tt0063522,nm0000591,director
tt0063522,nm0505615,writer
tt0063522,nm0145336,producer
tt0063522,nm0006156,composer
tt0064115,nm0000056,actor
tt0064115,nm0000602,actor
tt0064115,nm0001684,actress
tt0064115,nm0001510,actor
tt0064115,nm0001279,writer
tt0064115,nm0000820,composer
tt0064115,nm0005734,cinematographer
tt0064115,nm0397405,editor
tt0064116,nm0001012,actress
tt0064116,nm0001673,actor
tt0064116,nm0006872,writer
tt0064116,nm0000783,writer
tt0064116,nm0000934,writer
tt0064276,nm0001228,actor
tt0064276,nm0000454,actor
tt0064276,nm0816143,writer
tt0064276,nm0004088,cinematographer
tt0064276,nm0131333,editor
tt0064665,nm0000163,actor
tt0064665,nm0000685,actor
tt0064665,nm0587249,actress
tt0064665,nm0759029,writer
tt0064665,nm0731867,editor
tt0064757,nm0493872,actor
tt0064757,nm0001699,actor
tt0064757,nm0110482,producer
tt0064757,nm0759162,producer
tt0065214,nm0000034,actor
tt0065214,nm0752813,actor
tt0065214,nm0338396,writer
tt0065421,nm0001247,actress
tt0065421,nm0001359,actor
tt0065421,nm0718627,director
tt0066026,nm0393645,writer
tt0066026,nm0488057,writer
tt0066206,nm0001715,actor
tt0066206,nm0950079,actor
tt0066206,nm0267018,writer
tt0066921,nm0000040,director
tt0066921,nm0005633,cinematographer
tt0066995,nm0000125,actor
tt0066995,nm0336509,actor
tt0066995,nm0939836,actress
tt0066995,nm0110482,producer
tt0066995,nm0759162,producer
tt0066999,nm0000142,actor
tt0066999,nm0732367,actor
tt0066999,nm0763858,actor
tt0066999,nm0796923,director
tt0066999,nm0000517,writer
tt0066999,nm0374268,writer
tt0067116,nm0000432,actor
tt0067116,nm0721073,actor
tt0067116,nm0516215,actor
tt0067116,nm0195358,producer
tt0067185,nm0001069,actor
tt0067185,nm0159258,actor
tt0067185,nm0000797,director
tt0067185,nm0383359,writer
tt0067992,nm0000698,actor
tt0067992,nm0652578,actor
tt0067992,nm0455702,actor
tt0067992,nm0783544,writer
tt0067992,nm0938678,producer
tt0068473,nm0000685,actor
tt0068473,nm0000958,director
tt0068473,nm0225463,writer
tt0068473,nm0005936,cinematographer
tt0068646,nm0000008,actor
tt0068646,nm0001001,actor
tt0068646,nm0701374,writer
tt0068646,nm0748665,producer
tt0068646,nm0932336,cinematographer
tt0068646,nm0722000,editor
tt0069293,nm0094081,actress
tt0069293,nm0245367,actor
tt0069293,nm0501015,writer
tt0069293,nm0330830,writer
tt0069293,nm0951134,cinematographer
tt0069704,nm0000165,actor
tt0069704,nm0494432,actor
tt0069704,nm0001747,actor
tt0069704,nm0000184,director
tt0069704,nm0441718,writer
tt0069704,nm0404754,writer
tt0069762,nm0000640,actor
tt0069762,nm0643105,actor
tt0069762,nm0081560,actor
tt0069762,nm0000517,director
tt0069762,nm0005714,cinematographer
tt0070034,nm0135622,actress
tt0070047,nm0000995,actress
tt0070047,nm0000304,actress
tt0070047,nm0087861,writer
tt0070047,nm0521554,editor
tt0070328,nm0000549,actor
tt0070328,nm0001433,actor
tt0070328,nm0005412,actress
tt0070328,nm0110482,producer
tt0070328,nm0759162,producer
tt0070328,nm0552326,composer
tt0070379,nm0000134,actor
tt0070379,nm0000172,actor
tt0070379,nm0698998,actor
tt0070379,nm0850038,producer
tt0070511,nm0000163,actor
tt0070511,nm0783913,writer
tt0070511,nm0001279,writer
tt0070511,nm0233587,producer
tt0070608,nm0718627,director
tt0070608,nm0359457,director
tt0070666,nm0444955,actor
tt0070666,nm0001486,director
tt0070666,nm0759029,writer
tt0070666,nm0923319,writer
tt0070666,nm0106840,producer
tt0070735,nm0000056,actor
tt0070735,nm0000602,actor
tt0070735,nm0001727,actor
tt0070735,nm0001164,actor
tt0070735,nm0911486,writer
tt0070735,nm0680635,producer
tt0070735,nm0005892,cinematographer
tt0070917,nm0162283,actress
tt0070917,nm0001180,actress
tt0070917,nm0362736,director
tt0070917,nm0787289,writer
tt0070917,nm0684432,writer
tt0070917,nm0811056,producer
tt0070917,nm0005924,cinematographer
tt0071230,nm0001476,actor
tt0071230,nm0000698,actor
tt0071230,nm0466327,actor
tt0071230,nm0000316,director
tt0071230,nm0825799,writer
tt0071230,nm0000921,writer
tt0071315,nm0000591,director
tt0071315,nm0000025,composer
tt0071360,nm0000432,actor
tt0071360,nm0001030,actor
tt0071360,nm0002078,actor
tt0071360,nm0006288,composer
tt0071562,nm0000134,actor
tt0071562,nm0000380,actor
tt0071562,nm0701374,writer
tt0071562,nm0932336,cinematographer
tt0071807,nm0000549,actor
tt0071807,nm0001180,actress
tt0071807,nm0110482,producer
tt0071807,nm0759162,producer
tt0071853,nm0000092,actor
tt0071853,nm0001589,writer
tt0072271,nm0200758,actor
tt0072271,nm0669050,cinematographer
tt0072431,nm0000698,actor
tt0072431,nm0001404,actress
tt0072431,nm0001204,actor
tt0072431,nm0000316,director
tt0072431,nm0791217,writer
tt0072431,nm0344710,producer
tt0072431,nm0397405,editor
tt0072684,nm0641939,actor
tt0072684,nm0001943,actress
tt0072684,nm0473228,actor
tt0072684,nm0000040,director
tt0072684,nm0856842,writer
tt0072684,nm0005633,cinematographer
tt0072684,nm0010553,production_designer
tt0072890,nm0001030,actor
tt0072890,nm0001486,director
tt0072890,nm0682757,writer
tt0072890,nm0460190,writer
tt0072890,nm0909063,writer
tt0072890,nm0106840,producer
tt0073195,nm0001727,actor
tt0073195,nm0001940,writer
tt0073195,nm0113360,producer
tt0073195,nm0005573,producer
tt0073486,nm0001221,actress
tt0073486,nm0450181,writer
tt0073486,nm0913670,writer
tt0073629,nm0639782,actor
tt0073629,nm0005893,cinematographer
tt0073629,nm0166625,editor
tt0074119,nm0000163,actor
tt0074119,nm0000602,actor
tt0074119,nm0912001,actor
tt0074119,nm0000842,actor
tt0074119,nm0077012,writer
tt0074119,nm0940124,writer
tt0074119,nm0001279,writer
tt0074119,nm0006288,composer
tt0074285,nm0001388,actress
tt0074285,nm0000175,writer
tt0074285,nm0597574,producer
tt0074486,nm0620756,actor
tt0074486,nm0829270,actress
tt0074486,nm0060931,actress
tt0074486,nm0000186,director
tt0074958,nm0000034,actor
tt0074958,nm0000380,actor
tt0074958,nm0001486,director
tt0074958,nm0154665,writer
tt0074958,nm0331907,producer
tt0075005,nm0000060,actor
tt0075005,nm0827032,actor
tt0075005,nm0001831,actor
tt0075005,nm0783544,writer
tt0075005,nm0000025,composer
tt0075005,nm0000829,editor
tt0075029,nm0000142,actor
tt0075029,nm0313381,actor
tt0075029,nm0571853,actor
tt0075029,nm0141620,writer
tt0075029,nm0155963,writer
tt0075148,nm0000230,actor
tt0075148,nm0153590,producer
tt0075314,nm0000134,actor
tt0075314,nm0000149,actress
tt0075314,nm0001732,actress
tt0075314,nm0001707,writer
tt0075314,nm0680635,producer
tt0075314,nm0152469,cinematographer
tt0075686,nm0731634,actor
tt0075686,nm0001406,actress
tt0075686,nm0108613,writer
tt0075686,nm0423618,producer
tt0075686,nm0932336,cinematographer
tt0075686,nm0742471,editor
tt0075860,nm0069547,writer
tt0075860,nm0730422,writer
tt0076666,nm0587944,actor
tt0076666,nm0129955,actor
tt0076666,nm0923319,writer
tt0076666,nm0830164,producer
tt0076666,nm0002956,composer
tt0076752,nm0000549,actor
tt0076752,nm0000819,actress
tt0076752,nm0432007,actor
tt0076752,nm0001423,actor
tt0076752,nm0110482,producer
tt0076759,nm0000184,director
tt0076759,nm0476030,producer
tt0076786,nm0143743,actress
tt0076786,nm0000783,director
tt0077402,nm0286010,actor
tt0077402,nm0718203,actor
tt0077402,nm0743417,actress
tt0077402,nm0000783,composer
tt0077416,nm0000134,actor
tt0077416,nm0001030,actor
tt0077416,nm0307311,writer
tt0077416,nm0714793,writer
tt0077416,nm0214303,producer
tt0077631,nm0001063,actor
tt0077631,nm0414448,writer
tt0077631,nm0143558,writer
tt0077631,nm0940125,writer
tt0077631,nm0830164,producer
tt0077651,nm0000587,actor
tt0077651,nm0477341,actress
tt0077651,nm0005678,cinematographer
tt0077766,nm0358069,actor
tt0077766,nm0556217,actor
tt0077766,nm0844358,director
tt0077766,nm0001940,writer
tt0077766,nm0113360,producer
tt0077766,nm0005573,producer
tt0077928,nm0001113,actor
tt0077928,nm0591968,actress
tt0077928,nm0005019,actor
tt0077928,nm0093678,actor
tt0077928,nm0000231,writer
tt0077928,nm0370907,writer
tt0077928,nm0550728,producer
tt0077928,nm0701298,producer
tt0077975,nm0000004,actor
tt0077975,nm0000261,actress
tt0077975,nm0299122,actor
tt0077975,nm0799841,producer
tt0078346,nm0452288,actress
tt0078346,nm0000432,actor
tt0078346,nm0000008,actor
tt0078346,nm0795975,writer
tt0078346,nm0701374,writer
tt0078748,nm0001021,actress
tt0078748,nm0000631,director
tt0078748,nm0639321,writer
tt0078748,nm0140826,producer
tt0078748,nm0001353,producer
tt0078788,nm0000640,actor
tt0078788,nm0000008,actor
tt0078788,nm0000380,actor
tt0078788,nm0002078,actor
tt0078788,nm0587518,writer
tt0078788,nm0175676,writer
tt0078841,nm0000511,actress
tt0078841,nm0002048,actor
tt0078841,nm0912001,actor
tt0078841,nm0000797,director
tt0079116,nm0000142,actor
tt0079116,nm0089348,actor
tt0079116,nm0857806,actor
tt0079116,nm0796923,director
tt0079116,nm0876227,writer
tt0079417,nm0000163,actor
tt0079417,nm0000658,actress
tt0079417,nm0180011,writer
tt0079417,nm0415494,producer
tt0079417,nm0000743,cinematographer
tt0079417,nm0843128,production_designer
tt0079470,nm0000092,actor
tt0079470,nm0001589,actor
tt0079470,nm0084695,cinematographer
tt0079501,nm0117412,actor
tt0079501,nm0001950,actor
tt0079501,nm0447945,writer
tt0079522,nm0614526,actor
tt0079522,nm0108613,writer
tt0079522,nm0423618,producer
tt0079522,nm0932336,cinematographer
tt0079574,nm0000549,actor
tt0079574,nm0001042,actress
tt0079574,nm0001423,actor
tt0079574,nm0026755,writer
tt0079574,nm0110482,producer
tt0079817,nm0000230,actor
tt0079817,nm0153590,producer
tt0079944,nm0835297,writer
tt0079944,nm0461862,cinematographer
tt0079945,nm0001420,actor
tt0079945,nm0001150,actor
tt0079945,nm0936404,director
tt0079945,nm0000025,composer
tt0080120,nm0878784,actor
tt0080120,nm0001353,director
tt0080120,nm0951050,writer
tt0080120,nm0203710,producer
tt0080120,nm0330383,producer
tt0080339,nm0001332,actor
tt0080339,nm0000717,actor
tt0080339,nm0000720,director
tt0080339,nm0150712,writer
tt0080339,nm0354150,writer
tt0080453,nm0000803,actor
tt0080453,nm0571674,actor
tt0080453,nm0000743,cinematographer
tt0080455,nm0000004,actor
tt0080487,nm0461095,actor
tt0080678,nm0000843,actress
tt0080678,nm0000186,director
tt0080678,nm0075015,writer
tt0080678,nm0598744,writer
tt0080678,nm0762674,producer
tt0080684,nm0001850,actor
tt0080684,nm0000184,writer
tt0080684,nm0476030,producer
tt0080749,nm0001463,actress
tt0080749,nm0005678,cinematographer
tt0080761,nm0454415,actress
tt0080761,nm0852551,actress
tt0080761,nm0604987,actress
tt0080761,nm0589485,writer
tt0080761,nm0006185,composer
tt0081398,nm0000134,actor
tt0081398,nm0000582,actor
tt0081398,nm0898634,actor
tt0081398,nm0483766,writer
tt0081398,nm0678014,writer
tt0081398,nm0001707,writer
tt0081505,nm0515950,actor
